plan_key,state,plan_name,established,status,reporting_year,as_of,funded,assets_m,active_accounts,accounts_since_inception,paid_out_fy_m,paid_out_inception_m,source,note,sort
WA,WA,Washington GET Prepaid Tuition Plan,1998,Open,2023,6.30.23,1.48,1610.0,67647.0,185633.0,83.0,2900.0,CSPN Prepaid Committee Fall 2023,$ Paid Out Since Inception includes incentive rollovers to DreamAhead,11
WA,WA,Washington GET Prepaid Tuition Plan,1998,Open,2024,6.30.24,1.59,1750.0,66918.0,188829.0,97.0,3000.0,CSPN Prepaid Committee Fall 2024,$ Paid Out Since Inception includes incentive rollovers to DreamAhead,11
WA,WA,Washington GET Prepaid Tuition Plan,1998,Open,2025,6.30.25,1.78,1890.0,65650.0,191546.0,105.0,3100.0,CSPN Prepaid Committee Fall 2025,$ Paid Out Since Inception includes incentive rollovers to DreamAhead,11
US,U.S.,Private College 529 Plan,2003,Open,2021,,1.0,413.0,7573.0,14029.0,19.03,151.1,CSPN one-pager 2021,,12
US,U.S.,Private College 529 Plan,2003,Open,2022,12.2.22,1.0,344.0,7524.0,14640.0,27.1,215.3,CSPN Prepaid Committee Fall 2022,$ Paid Out (both) as of 6.30.22.,12
US,U.S.,Private College 529 Plan,2003,Open,2023,6.30.23,1.0,346.8,7518.0,15541.0,35.5,300.3,CSPN Prepaid Committee Fall 2023,"$ Paid Out (both) as of 6.30.23, includes redemptions and withdrawls from plan.",12
US,U.S.,Private College 529 Plan,2003,Open,2024,6.30.24,1.0,352.0,7108.0,15000.0,38.0,338.3,CSPN Prepaid Committee Fall 2024,"$ Paid out (both) as of 6.30.24, includes redemptions and withdrawls from plan.",12
US,U.S.,Private College 529 Plan,2003,Open,2025,6.30.25,1.0,354.0,6847.0,15100.0,36.0,374.0,CSPN Prepaid Committee Fall 2025,"$ Paid out (both) as of 6.30.25, includes redemptions and withdrawls from plan.",12
MI-I,MI,Michigan Education Trust - MET I (Plans B & C),1988,Closed,2005,,1.05,576.0,28516.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,13
MI-I,MI,Michigan Education Trust - MET I (Plans B & C),1988,Closed,2006,,1.04,509.0,25178.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,13
MI-I,MI,Michigan Education Trust - MET I (Plans B & C),1988,Closed,2007,,1.05,440.0,22047.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,13
MI-I,MI,Michigan Education Trust - MET I (Plans B & C),1988,Closed,2008,,1.08,366.0,19017.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,13
MI-I,MI,Michigan Education Trust - MET I (Plans B & C),1988,Closed,2009,,1.08,299.0,16121.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,13
MI-I,MI,Michigan Education Trust - MET I (Plans B & C),1988,Closed,2010,,1.13,242.0,13238.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,13
MI-I,MI,Michigan Education Trust - MET I (Plans B & C),1988,Closed,2011,,1.06,200.21,11128.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,13
MI-I,MI,Michigan Education Trust - MET I (Plans B & C),1988,Closed,2012,,1.111,174.36,9472.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,13
MI-I,MI,Michigan Education Trust - MET I (Plans B & C),1988,Closed,2013,,1.126,155.4,8089.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,13
MI-I,MI,Michigan Education Trust - MET I (Plans B & C),1988,Closed,2014,,1.219,141.98,7009.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,13
MI-I,MI,Michigan Education Trust - MET I (Plans B & C),1988,Closed,2015,,1.284,132.61,6113.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,13
MI-I,MI,Michigan Education Trust - MET I (Plans B & C),1988,Closed,2018,,1.801,,,,,,CSPN one-pager 2018,MET I; accounts/assets reported combined under MET II,13
MI-I,MI,Michigan Education Trust - MET I (Plans B & C),1988,Closed,2020,,1.801,,,,,,CSPN one-pager 2020,MET I; accounts/assets reported combined under MET II,13
MI-I,MI,Michigan Education Trust - MET I (Plans B & C),1988,Closed,2021,,2.167,,,,,,CSPN one-pager 2021,MET I; accounts/assets reported combined under MET II,13
MI-I,MI,Michigan Education Trust - MET I (Plans B & C),1988,Closed,2022,9.30.22,2.235,94.0,1800.0,,3.3,,CSPN Prepaid Committee Fall 2022,MET I (Plans B & C),13
MI-I,MI,Michigan Education Trust - MET I (Plans B & C),1988,Closed,2023,2023-09-30,2.611,93.6,1566.0,60848.0,2.0,,CSPN Prepaid Committee Fall 2023,MET I (Plans B & C); All data is as of 9/30/23,13
MI-I,MI,Michigan Education Trust - MET I (Plans B & C),1988,Closed,2024,2024-09-30,3.579,103.5,1438.0,60883.0,1.5,,CSPN Prepaid Committee Fall 2024,MET I (Plans B & C); All data is as of 9/30/24,13
MI-I,MI,Michigan Education Trust - MET I (Plans B & C),1988,Closed,2025,2025-09-30,4.181,105.7,1333.0,60912.0,1.5,,CSPN Prepaid Committee Fall 2025,MET I (Plans B & C); All data is as of 9/30/25,13
AL,AL,Alabama Prepaid Affordable College Tuition (PACT),1989,Closed (2009),2005,,0.912,725.0,56216.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,14
AL,AL,Alabama Prepaid Affordable College Tuition (PACT),1989,Closed (2009),2006,,0.925,745.0,54406.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,14
AL,AL,Alabama Prepaid Affordable College Tuition (PACT),1989,Closed (2009),2007,,0.976,817.0,73996.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,14
AL,AL,Alabama Prepaid Affordable College Tuition (PACT),1989,Closed (2009),2008,,0.672,627.0,74981.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,14
AL,AL,Alabama Prepaid Affordable College Tuition (PACT),1989,Closed (2009),2009,,0.623,571.0,74981.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,14
AL,AL,Alabama Prepaid Affordable College Tuition (PACT),1989,Closed (2009),2010,,1.0,487.3,74981.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,14
AL,AL,Alabama Prepaid Affordable College Tuition (PACT),1989,Closed (2009),2011,,1.023,416.0,39380.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,14
AL,AL,Alabama Prepaid Affordable College Tuition (PACT),1989,Closed (2009),2012,,0.568,312.5,34489.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,14
AL,AL,Alabama Prepaid Affordable College Tuition (PACT),1989,Closed (2009),2013,,1.1,231.0,32028.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,14
AL,AL,Alabama Prepaid Affordable College Tuition (PACT),1989,Closed (2009),2014,,1.125,184.9,29599.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,14
AL,AL,Alabama Prepaid Affordable College Tuition (PACT),1989,Closed (2009),2015,,1.17,136.0,27108.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,14
AL,AL,Alabama Prepaid Affordable College Tuition (PACT),1989,Closed (2009),2018,,1.236,105.5,,76251.0,25.7,1100.0,CSPN one-pager 2018,,14
AL,AL,Alabama Prepaid Affordable College Tuition (PACT),1989,Closed (2009),2020,,1.236,105.5,,76251.0,25.7,1100.0,CSPN one-pager 2020,,14
AL,AL,Alabama Prepaid Affordable College Tuition (PACT),1989,Closed (2009),2021,,1.193,92.4,10869.0,76251.0,38.8,1256.0,CSPN one-pager 2021,,14
AL,AL,Alabama Prepaid Affordable College Tuition (PACT),1989,Closed (2009),2022,6.30.22,1.334,265.0,8772.0,76251.0,41.0,1300.0,CSPN Prepaid Committee Fall 2022,,14
AL,AL,Alabama Prepaid Affordable College Tuition (PACT),1989,Closed (2009),2023,"06.30.23
 12.31.23",2.072,229.9,6804.0,76251.0,28.0,1290.0,CSPN Prepaid Committee Fall 2023,,14
AL,AL,Alabama Prepaid Affordable College Tuition (PACT),1989,Closed (2009),2024,2024-09-30,3.806,205.2,4947.0,76251.0,29.2,1370.0,CSPN Prepaid Committee Fall 2024,,14
AL,AL,Alabama Prepaid Affordable College Tuition (PACT),1989,Closed (2009),2025,2025-06-30,4.473,192.0,4295.0,76251.0,19.8,1348.0,CSPN Prepaid Committee Fall 2025,,14
IL,IL,College Illinois! Prepaid Tuition Program,1998,Closed (2017),2005,,0.88,647.0,42847.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,15
IL,IL,College Illinois! Prepaid Tuition Program,1998,Closed (2017),2006,,0.87,787.0,46709.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,15
IL,IL,College Illinois! Prepaid Tuition Program,1998,Closed (2017),2007,,0.93,993.0,49814.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,15
IL,IL,College Illinois! Prepaid Tuition Program,1998,Closed (2017),2008,,0.81,993.0,53127.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,15
IL,IL,College Illinois! Prepaid Tuition Program,1998,Closed (2017),2009,,0.84,880.0,54965.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,15
IL,IL,College Illinois! Prepaid Tuition Program,1998,Closed (2017),2010,,0.69,986.0,54900.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,15
IL,IL,College Illinois! Prepaid Tuition Program,1998,Closed (2017),2011,,0.7,1290.0,54274.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,15
IL,IL,College Illinois! Prepaid Tuition Program,1998,Closed (2017),2012,,0.716,1176.0,50163.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,15
IL,IL,College Illinois! Prepaid Tuition Program,1998,Closed (2017),2013,,0.72,1170.0,48189.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,15
IL,IL,College Illinois! Prepaid Tuition Program,1998,Closed (2017),2014,,0.78,1172.0,45838.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,15
IL,IL,College Illinois! Prepaid Tuition Program,1998,Closed (2017),2015,,0.79,1085.0,43579.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,15
IL,IL,College Illinois! Prepaid Tuition Program,1998,Closed (2017),2018,,0.733,813.0,35183.0,73226.0,125.0,1100.0,CSPN one-pager 2018,,15
IL,IL,College Illinois! Prepaid Tuition Program,1998,Closed (2017),2018,,0.733,813.0,35183.0,73226.0,125.0,1100.0,CSPN one-pager 2018,,15
IL,IL,College Illinois! Prepaid Tuition Program,1998,Closed (2017),2020,,0.733,813.0,35183.0,73226.0,125.0,1100.0,CSPN one-pager 2020,,15
IL,IL,College Illinois! Prepaid Tuition Program,1998,Closed (2017),2020,,0.733,813.0,35183.0,73226.0,125.0,1100.0,CSPN one-pager 2020,,15
IL,IL,College Illinois! Prepaid Tuition Program,1998,Closed (2017),2021,,0.706,571.0,24781.0,73226.0,108.0,1400.0,CSPN one-pager 2021,,15
IL,IL,College Illinois! Prepaid Tuition Program,1998,Closed (2017),2022,6.30.22,0.959,646.0,21675.0,73226.0,100.0,1500.0,CSPN Prepaid Committee Fall 2022,Two state appropriations were received in FY22 - one of $20M and a second of $230M,15
IL,IL,College Illinois! Prepaid Tuition Program,1998,Closed (2017),2023,6.30.23,1.009,564.7,18726.0,73226.0,90.0,1600.0,CSPN Prepaid Committee Fall 2023,Two state appropriations were received in FY22 - one of $20M and a second of $230M,15
IL,IL,College Illinois! Prepaid Tuition Program,1998,Closed (2017),2024,2024-06-30,1.089,497.0,15759.0,73226.0,104.6,1600.0,CSPN Prepaid Committee Fall 2024,Data pulled from 2024 Actuarial Valuation Report,15
IL,IL,College Illinois! Prepaid Tuition Program,1998,Closed (2017),2025,2025-06-30,1.133,426.0,13358.0,73226.0,93.3,1750.0,CSPN Prepaid Committee Fall 2025,Data pulled from 2025 Actuarial Valuation Report.  *$23.2M in refunds; $70.1M in tuition payments,15
KY,KY,KY Affordable Prepaid Tuition (KAPT),2000,Closed (2004),2005,,0.95,106.3,7521.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,16
KY,KY,KY Affordable Prepaid Tuition (KAPT),2000,Closed (2004),2006,,0.876,118.4,7246.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,16
KY,KY,KY Affordable Prepaid Tuition (KAPT),2000,Closed (2004),2007,,0.918,138.0,7121.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,16
KY,KY,KY Affordable Prepaid Tuition (KAPT),2000,Closed (2004),2008,,0.803,135.5,6996.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,16
KY,KY,KY Affordable Prepaid Tuition (KAPT),2000,Closed (2004),2009,,0.66,103.4,6822.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,16
KY,KY,KY Affordable Prepaid Tuition (KAPT),2000,Closed (2004),2010,,0.654,109.1,6556.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,16
KY,KY,KY Affordable Prepaid Tuition (KAPT),2000,Closed (2004),2011,,0.72,121.8,6295.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,16
KY,KY,KY Affordable Prepaid Tuition (KAPT),2000,Closed (2004),2012,,0.69,121.6,6040.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,16
KY,KY,KY Affordable Prepaid Tuition (KAPT),2000,Closed (2004),2013,,0.69,114.6,5757.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,16
KY,KY,KY Affordable Prepaid Tuition (KAPT),2000,Closed (2004),2014,,0.84,117.4,5309.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,16
KY,KY,KY Affordable Prepaid Tuition (KAPT),2000,Closed (2004),2015,,0.82,102.5,4885.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,16
KY,KY,KY Affordable Prepaid Tuition (KAPT),2000,Closed (2004),2018,,0.654,68.9,3731.0,9850.0,13.6,151.1,CSPN one-pager 2018,,16
KY,KY,KY Affordable Prepaid Tuition (KAPT),2000,Closed (2004),2020,,0.716,70.3,3804.0,9850.0,13.8,137.5,CSPN one-pager 2020,,16
KY,KY,KY Affordable Prepaid Tuition (KAPT),2000,Closed (2004),2021,,0.527,33.1,2591.0,9850.0,14.7,152.2,CSPN one-pager 2021,,16
KY,KY,KY Affordable Prepaid Tuition (KAPT),2000,Closed (2004),2022,6.30.22,0.356,19.1,2024.0,9850.0,13.4,165.6,CSPN Prepaid Committee Fall 2022,,16
KY,KY,KY Affordable Prepaid Tuition (KAPT),2000,Closed (2004),2023,6.30.23,0.195,7.2,1880.0,9850.0,10.9,176.5,CSPN Prepaid Committee Fall 2023,,16
KY,KY,KY Affordable Prepaid Tuition (KAPT),2000,Closed (2004),2024,2024-06-30,0.08,2.7,1626.0,8975.0,8.8,185.3,CSPN Prepaid Committee Fall 2024,In FY 2024 the KAPT program depleted account owner funds and received a state general fund allocation of $3.7 M to meet obligations of program. The General Assembly has budgeted FY25 & FY26 $14.3M to cover future payouts.,16
KY,KY,KY Affordable Prepaid Tuition (KAPT),2000,Closed (2004),2025,2025-06-30,0.125,3.3,1338.0,8975.0,6.7,192.1,CSPN Prepaid Committee Fall 2025,In FY 2024 the KAPT program depleted account owner funds and received a state general fund allocation of $3.7 M to meet obligations of program. The General Assembly has budgeted FY25 & FY26 $14.3M to cover future payouts.,16
OH,OH,Ohio Guaranteed Savings Plan,1989,Closed (2003),2005,,0.78,863.2,136151.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,17
OH,OH,Ohio Guaranteed Savings Plan,1989,Closed (2003),2006,,0.83,864.0,99926.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,17
OH,OH,Ohio Guaranteed Savings Plan,1989,Closed (2003),2007,,1.03,896.0,91792.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,17
OH,OH,Ohio Guaranteed Savings Plan,1989,Closed (2003),2008,,0.95,759.0,79625.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,17
OH,OH,Ohio Guaranteed Savings Plan,1989,Closed (2003),2009,,0.91,591.0,73709.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,17
OH,OH,Ohio Guaranteed Savings Plan,1989,Closed (2003),2010,,0.89,562.1,67795.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,17
OH,OH,Ohio Guaranteed Savings Plan,1989,Closed (2003),2011,,0.98,581.1,63238.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,17
OH,OH,Ohio Guaranteed Savings Plan,1989,Closed (2003),2012,,0.94,520.0,60475.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,17
OH,OH,Ohio Guaranteed Savings Plan,1989,Closed (2003),2013,,1.06,481.43,54998.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,17
OH,OH,Ohio Guaranteed Savings Plan,1989,Closed (2003),2014,,1.18,465.41,45411.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,17
OH,OH,Ohio Guaranteed Savings Plan,1989,Closed (2003),2015,,1.18,399.92,37310.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,17
OH,OH,Ohio Guaranteed Savings Plan,1989,Closed (2003),2018,,1.31,269.2,21946.0,136901.0,47.5,562.3,CSPN one-pager 2018,cash basis 147%,17
OH,OH,Ohio Guaranteed Savings Plan,1989,Closed (2003),2020,,1.59,210.6,14524.0,136901.0,35.6,597.9,CSPN one-pager 2020,cash basis 184%,17
OH,OH,Ohio Guaranteed Savings Plan,1989,Closed (2003),2021,,1.77,192.9,12054.0,136901.0,24.0,621.9,CSPN one-pager 2021,cash basis 207%,17
OH,OH,Ohio Guaranteed Savings Plan,1989,Closed (2003),2022,6.30.22,1.98,157.6,9199.0,139901.0,26.4,695.8,CSPN Prepaid Committee Fall 2022,,17
OH,OH,Ohio Guaranteed Savings Plan,1989,Closed (2003),2023,6.30.2023,2.31,143.2,6934.0,139901.0,16.6,706.4,CSPN Prepaid Committee Fall 2023,,17
OH,OH,Ohio Guaranteed Savings Plan,1989,Closed (2003),2024,2024-06-30,2.82,135.3,5346.0,139901.0,14.6,721.0,CSPN Prepaid Committee Fall 2024,,17
OH,OH,Ohio Guaranteed Savings Plan,1989,Closed (2003),2025,2025-06-30,3.4,125.0,3629.0,139901.0,17.5,738.5,CSPN Prepaid Committee Fall 2025,"Data pulled from August 14, 2025 OTTA Board Meeting Minutes *Reserve is anticipated to shrink to 115% after transferring $82.7M in reserve funds to the strategic square footage reduction fund",17
SC,SC,South Carolina Tuition Prepayment Plan,1997,Closed (2008),2005,,0.769,167.4,6262.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,18
SC,SC,South Carolina Tuition Prepayment Plan,1997,Closed (2008),2006,,0.774,111.0,6330.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,18
SC,SC,South Carolina Tuition Prepayment Plan,1997,Closed (2008),2007,,0.814,130.0,6320.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,18
SC,SC,South Carolina Tuition Prepayment Plan,1997,Closed (2008),2008,,0.814,138.0,6320.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,18
SC,SC,South Carolina Tuition Prepayment Plan,1997,Closed (2008),2009,,0.661,123.0,6175.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,18
SC,SC,South Carolina Tuition Prepayment Plan,1997,Closed (2008),2010,,0.7,126.0,6135.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,18
SC,SC,South Carolina Tuition Prepayment Plan,1997,Closed (2008),2011,,0.79,135.75,6005.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,18
SC,SC,South Carolina Tuition Prepayment Plan,1997,Closed (2008),2012,,0.774,122.47,5935.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,18
SC,SC,South Carolina Tuition Prepayment Plan,1997,Closed (2008),2013,,0.64,108.64,5793.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,18
SC,SC,South Carolina Tuition Prepayment Plan,1997,Closed (2008),2014,,,,5758.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,18
SC,SC,South Carolina Tuition Prepayment Plan,1997,Closed (2008),2015,,,90.0,5662.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,18
SC,SC,South Carolina Tuition Prepayment Plan,1997,Closed (2008),2021,,0.409,20.1,2046.0,7413.0,10.8,182.8,CSPN one-pager 2021,,18
SC,SC,South Carolina Tuition Prepayment Plan,1997,Closed (2008),2022,6.30.22,1.077,38.8,2249.0,7413.0,9.5,192.0,CSPN Prepaid Committee Fall 2022,All information from 2022 Actuarial Valuation Report and 2021 data submission,18
SC,SC,South Carolina Tuition Prepayment Plan,1997,Closed (2008),2023,6.30.23,1.175,31.3,1602.0,7413.0,7.7,197.1,CSPN Prepaid Committee Fall 2023,,18
SC,SC,South Carolina Tuition Prepayment Plan,1997,Closed (2008),2024,2024-06-30,1.278,25.6,1399.0,7413.0,6.8,203.9,CSPN Prepaid Committee Fall 2024,Data pulled from 2024 Actuarial Valuation Report,18
SC,SC,South Carolina Tuition Prepayment Plan,1997,Closed (2008),2025,2025-06-30,1.505,20.0,1160.0,7413.0,6.7,210.6,CSPN Prepaid Committee Fall 2025,Data pulled from 2025 Actuarial Valuation Report,18
TX-I,TX,Texas Guaranteed Tuition Plan,1996,Closed (2003),2005,,0.89,1343.0,158438.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,19
TX-I,TX,Texas Guaranteed Tuition Plan,1996,Closed (2003),2006,,0.947,1580.0,158438.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,19
TX-I,TX,Texas Guaranteed Tuition Plan,1996,Closed (2003),2007,,0.947,1879.0,158442.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,19
TX-I,TX,Texas Guaranteed Tuition Plan,1996,Closed (2003),2008,,0.927,1728.0,158442.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,19
TX-I,TX,Texas Guaranteed Tuition Plan,1996,Closed (2003),2009,,0.731,1944.0,105694.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,19
TX-I,TX,Texas Guaranteed Tuition Plan,1996,Closed (2003),2010,,0.708,1846.0,94147.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,19
TX-I,TX,Texas Guaranteed Tuition Plan,1996,Closed (2003),2011,,0.688,1696.0,89143.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,19
TX-I,TX,Texas Guaranteed Tuition Plan,1996,Closed (2003),2012,,0.68,1275.0,83846.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,19
TX-I,TX,Texas Guaranteed Tuition Plan,1996,Closed (2003),2013,,0.66,1086.0,78076.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,19
TX-I,TX,Texas Guaranteed Tuition Plan,1996,Closed (2003),2014,,0.661,1065.5,72055.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,19
TX-I,TX,Texas Guaranteed Tuition Plan,1996,Closed (2003),2015,,0.65,885.2,66032.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,19
TX-I,TX,Texas Guaranteed Tuition Plan,1996,Closed (2003),2018,,0.507,729.0,47017.0,158442.0,96.0,1800.0,CSPN one-pager 2018,,19
TX-I,TX,Texas Guaranteed Tuition Plan,1996,Closed (2003),2020,,0.507,424.0,47017.0,158442.0,96.0,1800.0,CSPN one-pager 2020,,19
TX-I,TX,Texas Guaranteed Tuition Plan,1996,Closed (2003),2021,,0.383,299.0,34629.0,158442.0,158.0,2200.0,CSPN one-pager 2021,as of 8/31/2020,19
TX-I,TX,Texas Guaranteed Tuition Plan,1996,Closed (2003),2022,8.31.22,0.489,229.2,24430.0,158442.0,115.6,2400.0,CSPN Prepaid Committee Fall 2022,All information for the Texas plans is as of Aug. 31. 2022. Added Texas to footnote 1.,19
TX-I,TX,Texas Guaranteed Tuition Plan,1996,Closed (2003),2023,8.31.23,1.02,338.63,19874.0,158442.0,90.45,2510.0,CSPN Prepaid Committee Fall 2023,All information for the Texas plans is as of Aug. 31. 2023. Added Texas to footnote 1.,19
TX-I,TX,Texas Guaranteed Tuition Plan,1996,Closed (2003),2024,2024-08-31,1.067,242.1,15661.0,158442.0,63.8,2600.0,CSPN Prepaid Committee Fall 2024,All information for the Texas plans is as of Aug. 31. 2024,19
TX-I,TX,Texas Guaranteed Tuition Plan,1996,Closed (2003),2025,2025-08-31,1.085,163.0,11829.0,158442.0,43.3,2620.0,CSPN Prepaid Committee Fall 2025,All information for the Texas plans is as of Aug. 31. 2025.,19
TN,TN,Tennessee BEST Prepaid (Baccalaureate Education System Trust),1997,Closed (2021),2005,,0.84,57.6,8521.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,20
TN,TN,Tennessee BEST Prepaid (Baccalaureate Education System Trust),1997,Closed (2021),2006,,0.8,57.5,8521.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,20
TN,TN,Tennessee BEST Prepaid (Baccalaureate Education System Trust),1997,Closed (2021),2007,,1.0,99.6,8826.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,20
TN,TN,Tennessee BEST Prepaid (Baccalaureate Education System Trust),1997,Closed (2021),2008,,0.8669,90.3,8941.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,20
TN,TN,Tennessee BEST Prepaid (Baccalaureate Education System Trust),1997,Closed (2021),2009,,0.8459,90.3,8941.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,20
TN,TN,Tennessee BEST Prepaid (Baccalaureate Education System Trust),1997,Closed (2021),2010,,1.04,80.5,9019.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,20
TN,TN,Tennessee BEST Prepaid (Baccalaureate Education System Trust),1997,Closed (2021),2011,,0.96,100.5,8830.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,20
TN,TN,Tennessee BEST Prepaid (Baccalaureate Education System Trust),1997,Closed (2021),2018,,1.0295,24.8,1809.0,10018.0,7.7,100.9,CSPN one-pager 2018,,20
TN,TN,Tennessee BEST Prepaid (Baccalaureate Education System Trust),1997,Closed (2021),2021,,2.589,9.07,153.0,,,,CSPN one-pager 2021,as of 9/30/2020,20
WV,WV,West Virginia Prepaid Tuition Plan,1997,Closed (2021),2005,,0.94,99.6,8331.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,21
WV,WV,West Virginia Prepaid Tuition Plan,1997,Closed (2021),2006,,0.95,103.0,8079.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,21
WV,WV,West Virginia Prepaid Tuition Plan,1997,Closed (2021),2007,,0.978,113.0,7755.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,21
WV,WV,West Virginia Prepaid Tuition Plan,1997,Closed (2021),2008,,0.84,99.0,7376.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,21
WV,WV,West Virginia Prepaid Tuition Plan,1997,Closed (2021),2009,,0.74,78.0,6963.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,21
WV,WV,West Virginia Prepaid Tuition Plan,1997,Closed (2021),2010,,0.78,82.0,6529.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,21
WV,WV,West Virginia Prepaid Tuition Plan,1997,Closed (2021),2011,,0.88,87.6,5957.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,21
WV,WV,West Virginia Prepaid Tuition Plan,1997,Closed (2021),2012,,0.83,80.29,5593.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,21
WV,WV,West Virginia Prepaid Tuition Plan,1997,Closed (2021),2013,,0.85,77.87,5135.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,21
WV,WV,West Virginia Prepaid Tuition Plan,1997,Closed (2021),2014,,0.91,78.44,4708.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,21
WV,WV,West Virginia Prepaid Tuition Plan,1997,Closed (2021),2015,,0.85,69.27,4141.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,21
WV,WV,West Virginia Prepaid Tuition Plan,1997,Closed (2021),2018,,0.849,43.0,2535.0,9739.0,11.0,125.0,CSPN one-pager 2018,,21
